Date,Open,High,Low,Close,Volume,20 Day Moving Average,10 Day Moving Average,5 Day Moving Average,MACD Line,MACD Signal Line,MACD Histogram,Relative Strength (RS),Relative Strength Index (RSI),Upper Bollinger Band,Lower Bollinger Band,Stochastic Oscillator,Moving Average Stochastic Oscillator,On-Balance Volume,Accumulation/Distribution Line,Directional Index,Average Directional Index ,Tenkan-sen (Conversion Line),Kijun-sen (Base Line),Volume Weighted Average Price,Stop and Reverse (SAR),Acceleration Factor,Extreme Point,Rate of Change,20-day Chaikin Money Flow,Williams R Percent,Aroon Up Indicator,Aroon Down Indicator,Relative Vigor Index,Signal Line (Relative Vigor Index),Money Flow Index,Pivot Point,First Resistance,First Support,Second Resistance,Second Support
5/13/2025,348.6,349.8,340.5,341.5,14738980,353.6425,345.72,341.37,-2.07232058,0.364471168,-2.436791747,0.5487364621,35.43123543,372.7896662,334.4953338,30.40446304,30.22907964,2579374,-81377495.86,16.40894843,18.27323472,341.225,338.025,360.1712398,348.4128004,0.02,340.5,-5.204718945,-0.1642147135,-69.59553696,-496,-512,-0.2407948568,-0.2250284296,14.88994524,343.9333333,347.3666667,338.0666667,353.2333333,334.6333333
5/14/2025,342.45,343.85,337.75,338.55,22485535,352.565,343.88,340.67,-2.573610039,-0.2231450735,-2.350464966,0.4325842697,30.19607843,372.5875163,332.5424837,22.17573222,33.94191237,-19906161,-97965185.62,20.29691606,18.41778339,341.925,338.025,359.964097,348.2545444,0.02,337.75,-6.940626718,-0.2662986625,-77.82426778,-504,-520,-0.2143734644,-0.2254065074,13.74657708,340.05,342.35,336.25,346.15,333.95
5/15/2025,339.5,343.75,332.65,341.95,43307763,351.5375,342.62,341.06,-2.665804231,-0.711676905,-1.954127326,0.5159453303,34.03456048,371.5224384,331.5525616,32.24431818,28.27483781,23401602,-68703183.59,27.07149529,19.03590567,341.925,338.025,359.5652531,348.0444535,0.02,343.75,-5.850770925,-0.07182529048,-67.75568182,-512,-528,-0.1502994012,-0.2224389045,7.096841367,339.45,346.25,335.15,350.55,328.35
5/16/2025,343,347.6,342,343.1,6920351,350.7275,342.085,342.73,-2.615918721,-1.092525268,-1.523393452,0.6406460296,39.04840033,370.7009159,330.7540841,37.03703704,30.48569581,30321953,-72904825.27,18.8583035,19.0232198,344,338.025,359.5177675,347.9585644,0.02,347.6,-3.745265816,-0.06910020545,-62.96296296,-520,-456,-0.08068614994,-0.210265305,10.90648126,344.2333333,346.4666667,340.8666667,349.8333333,338.6333333
5/19/2025,343.1,347.7,342.4,345.15,6218209,349.785,341.74,342.05,-2.383490828,-1.35071838,-1.032772448,0.5598923284,35.89301122,368.8810757,330.6889243,43.11111111,37.46415544,36540162,-72670175.87,18.64380076,18.99611844,344,338.025,359.4777089,347.9513931,0.02,347.7,-4.522821577,-0.1029186152,-56.88888889,-528,-464,-0.02450032237,-0.1836394102,11.22996633,345.0833333,347.7666667,342.4666667,350.3833333,339.7833333
5/20/2025,346.9,349.7,341.55,342.6,9986143,348.6875,341.82,342.27,-2.377645718,-1.556103848,-0.82154187,0.5917496444,37.17605004,366.7030744,330.6719256,39.47368421,39.87394412,26554019,-80083202.27,14.20463157,18.65386938,342.025,336.275,359.4117693,347.9463653,0.02,341.55,-4.020170892,-0.1280583935,-60.52631579,-536,-472,0.01312335958,-0.1475173071,11.22205855,344.6166667,347.6833333,339.5333333,352.7666667,336.4666667
5/21/2025,342.55,347.4,339.85,346.15,5930972,347.9825,342.23,343.79,-2.062779654,-1.657439009,-0.4053406453,0.7435114504,42.64448336,365.1777954,330.7872046,56.75182482,46.44554005,32484991,-76116128.28,17.04581047,18.53900803,340.75,336.275,359.3724884,347.818438,0.02,347.4,-2.369200395,-0.07125649101,-43.24817518,-544,-480,0.007138221934,-0.1241490227,11.94223108,344.4666667,349.0833333,341.5333333,352.0166667,336.9166667
5/22/2025,346.15,347,338.25,341.4,8717514,346.8625,342.37,343.68,-2.171499637,-1.760251135,-0.4112485025,0.775477707,43.67713004,362.5738394,331.1511606,50.46728972,48.89759958,23767477,-78557032.2,19.73976889,18.62477666,339.1,336.275,359.3064668,347.8100692,0.02,338.25,-2.023245803,-0.117290706,-49.53271028,-540,-488,-0.03884093711,-0.1027269939,11.92373202,342.2166667,346.1833333,337.4333333,350.9666667,333.4666667
5/23/2025,342,344.95,340.15,344.6,4045937,345.9325,343.355,343.98,-1.976662021,-1.803533312,-0.1731287091,0.872611465,46.59863946,359.6470821,332.2179179,72.91666667,60.0452604,27813414,-75101127.68,19.73976889,18.70441896,338.025,336.275,359.27781,347.6188678,0.02,344.95,-1.147446931,-0.09318611574,-27.08333333,-548,-496,-0.01414790997,-0.08100871361,14.65855494,343.2333333,346.3166667,341.5166667,348.0333333,338.4333333
5/26/2025,351,351.2,342.55,343.5,16655082,345.285,342.85,343.65,-1.889234692,-1.820673588,-0.06856110392,1.06614786,51.6007533,358.1022622,332.4677378,62.62135922,62.00177187,11158332,-88097867.97,4.382633462,17.68143428,338.025,336.275,359.179249,347.5654905,0.02,342.55,0.4973668812,-0.1337114504,-37.37864078,-556,-504,-0.2224435591,-0.09658250194,23.32912209,345.75,348.95,340.3,354.4,337.1
5/27/2025,344,344.5,336.8,338.55,24937330,344.1375,342.555,342.84,-2.194079551,-1.895354781,-0.2987247708,0.8858075041,46.97231834,354.7645695,333.5104305,38.59223301,58.04341963,-13778998,-101700048,15.16291377,17.50153996,334.675,332.925,358.9717426,347.4651807,0.02,336.8,-1.023242216,-0.1904157052,-61.40776699,-560,-512,-0.2048846676,-0.09299148301,21.39506585,339.95,343.1,335.4,347.65,332.25
5/28/2025,338.6,340.7,337.1,340.05,10985957,343.2925,342.705,341.62,-2.288256241,-1.973935073,-0.3143211686,1.001748252,50.04366812,352.1742539,334.4107461,45.87378641,49.02912621,-2793041,-94681242.11,15.16291377,17.33449523,333.55,331.975,358.8785872,347.251877,0.02,340.7,0.01470588235,-0.1461966933,-54.12621359,-560,-520,-0.1369382022,-0.0852479568,21.76195343,339.2833333,341.4666667,337.8666667,342.8833333,335.6833333
5/29/2025,341,342.25,338.05,339.35,15884093,342.5325,342.445,341.21,-2.391804859,-2.05750903,-0.334295829,1.191268191,54.36432638,349.8157378,335.2492622,36.11859838,40.1948726,-18677134,-100732325.2,11.2419303,16.89931202,333.55,331.975,358.749523,347.1208395,0.02,338.05,1.374159821,-0.1420441306,-63.88140162,-568,-528,-0.2153965785,-0.09175767453,29.19529038,339.8833333,341.7166667,337.5166667,344.0833333,335.6833333
5/30/2025,337.5,340.75,332.85,333.9,19143010,341.805,341.525,339.07,-2.880433493,-2.222093922,-0.6583395701,0.5033898305,33.48365276,349.4948361,334.1151639,6.738544474,29.57697642,-37820144,-114786686.9,20.96409803,17.18965388,333.725,331.975,358.563396,346.9394227,0.02,332.85,-4.203127241,-0.1628474787,-93.26145553,-572,-536,-0.2635135135,-0.1100404109,23.84911167,335.8333333,338.8166667,330.9166667,343.7333333,327.9333333
6/2/2025,333.9,334.8,330.3,332.55,29479727,341.0025,340.265,336.88,-3.338129049,-2.445300948,-0.8928281012,0.6239495798,38.42173351,349.0482557,332.9567443,10.76555024,17.87423103,-67299871,-114786686.9,25.28603629,17.76796691,333.725,331.975,358.2420456,346.6576343,0.02,330.3,-2.62079063,-0.1498652264,-89.23444976,-572,-480,-0.3183890578,-0.1394292844,22.36982415,332.55,334.8,330.3,337.05,328.05
6/3/2025,333,334.75,327,328.25,14081719,340.325,338.83,334.82,-4.00170102,-2.756580962,-1.245120058,0.5904572565,37.125,350.1690204,330.4809796,5.165289256,7.556461323,-81381590,-124325915.9,30.57678697,18.68288263,333.725,332.625,358.0763714,346.3304816,0.02,327,-3.042386649,-0.1608044615,-94.83471074,-580,-484,-0.3272171254,-0.1734633329,23.28480554,330,333,325.25,337.75,322.25
6/4/2025,329,329.95,324.85,329.25,15654279,339.685,337.14,332.66,-4.396218079,-3.084508386,-1.311709694,0.4950298211,33.11170213,350.6565949,328.7134051,16.69829222,10.87637724,-65727311,-112968890,33.86280899,19.76716308,333.725,333.475,357.8816122,345.9438719,0.02,329.95,-3.713993274,-0.1336637428,-83.30170778,-584,-488,-0.3931691819,-0.2134940733,26.77820692,328.0166667,331.1833333,326.0833333,333.1166667,322.9166667
6/5/2025,329.2,331.6,327.6,328.65,16270360,339.1175,335.865,330.52,-4.703076538,-3.408222016,-1.294854522,0.4388349515,30.49932524,351.1439303,327.0910697,14.42125237,12.09494462,-81997671,-120697311,28.8232763,20.41402831,334.6,333.475,357.6903177,345.6239945,0.02,327.6,-4.211600117,-0.1431924288,-85.57874763,-588,-496,-0.3530927835,-0.2449192579,30.04271304,329.2833333,330.9666667,326.9666667,333.2833333,325.2833333
6/6/2025,329.65,333.5,329.05,332.85,11402511,339.0225,334.69,330.31,-4.554853661,-3.637548345,-0.9173053159,0.5223300971,34.31122449,351.2229519,326.8220481,30.36053131,20.49335863,-70595160,-112625870.6,23.07731513,20.60426308,334.6,333.475,357.5695162,345.2635146,0.02,333.5,-3.56366797,-0.1173591775,-69.63946869,-592,-504,-0.3448573898,-0.2779902059,31.71819752,331.8,334.55,330.1,336.25,327.35
6/9/2025,333.9,337.55,332.75,337.1,19416373,338.45,334.05,331.22,-4.047786123,-3.719595901,-0.3281902221,0.7629310345,43.27628362,349.8139319,327.0860681,46.48956357,30.42378242,-51178787,-96850067.56,11.64596602,19.96438472,334.6,333.475,357.3979174,345.0282443,0.02,337.55,-1.605370695,-0.0855047139,-53.51043643,-540,-512,-0.1712962963,-0.2728754796,39.47658428,335.8,338.85,334.05,340.6,331
6/10/2025,338.8,340.9,336.8,339.2,12061248,338.335,334.115,333.41,-3.436861002,-3.663048921,0.2261879192,0.7004310345,41.1913815,349.6152156,327.0547844,54.45920304,43.76976597,-39117539,-94790830.09,3.11468114,18.76083447,334.6,333.475,357.3081077,344.8786794,0.02,340.9,-2.007800087,-0.04277427865,-45.54079696,-548,-520,-0.06746031746,-0.2591330446,43.94058942,338.9666667,341.1333333,337.0333333,343.0666667,334.8666667
6/11/2025,341,342.6,337.45,338.1,10807496,338.3125,333.92,335.18,-3.006798744,-3.531798886,0.5250001412,0.831202046,45.39106145,349.5927051,327.0322949,50.28462998,50.41113219,-49925035,-102870220.3,1.018772233,17.49354431,334.6,333.475,357.2301852,344.7991058,0.02,337.45,-0.9666080844,-0.01624688972,-49.71537002,-556,-528,-0.1491819057,-0.260357415,48.47950811,339.3833333,341.3166667,336.1666667,344.5333333,334.2333333
6/12/2025,338.15,341.65,332.65,333.7,11881618,337.9,333.355,336.19,-2.986587019,-3.422756512,0.4361694935,0.5448851775,35.27027027,349.223427,326.576573,33.58633776,46.11005693,-61806653,-111979460.8,9.956648796,16.95519463,331.5,333.475,357.1292035,344.6521237,0.02,332.65,-3.163087638,-0.1599981091,-66.41366224,-564,-536,-0.1859030837,-0.2574080655,45.02719996,336,339.35,330.35,345,327
6/13/2025,326.8,332.9,326.6,331.95,11711773,337.3425,333.16,336.01,-3.076317581,-3.353468726,0.277151145,0.5304878049,34.66135458,348.6858623,325.9991377,36.13231552,40.00109442,-73518426,-103799809.8,21.52912785,17.28190414,329.125,333.475,357.0048568,344.4120813,0.02,326.6,-3.362445415,-0.1122346529,-63.86768448,-572,-544,-0.03263825929,-0.2343205401,38.47371833,330.4833333,334.3666667,328.0666667,336.7833333,324.1833333
6/16/2025,332,334.65,330.6,333.7,8065112,336.77,333.275,335.33,-2.971960414,-3.277167063,0.3052066498,0.7531806616,42.96081277,347.5982963,325.9417037,49.85915493,39.8592694,-65453314,-99518330.58,16.85097455,17.25112346,329.575,333.475,356.9279084,344.0558396,0.02,334.65,-1.432580121,-0.09688338577,-50.14084507,-580,-552,0.02285191956,-0.2001964423,45.58442272,332.9833333,335.3666667,331.3166667,337.0333333,328.9333333
6/17/2025,334,336.9,333.1,335.2,6796992,336.4,333.97,334.53,-2.736672486,-3.169068148,0.4323956621,0.7531806616,42.96081277,346.8899451,325.9100549,58.30985915,48.1004432,-58656322,-98802857.74,10.93803175,16.80018834,331.325,333.475,356.8690499,343.8677228,0.02,336.9,-1.426260844,-0.06833759269,-41.69014085,-588,-560,0.1418719212,-0.1532875377,49.92754599,335.0666667,337.0333333,333.2333333,338.8666667,331.2666667
6/18/2025,335.2,335.9,330.75,332.4,17835507,335.7125,334.285,333.39,-2.744504765,-3.084155471,0.3396507065,0.6804597701,40.49247606,345.273048,326.151952,42.53521127,50.23474178,-76491829,-105209787.4,15.73418229,16.72404505,331.325,333.475,356.7017185,343.7283684,0.02,330.75,-2.048033004,-0.101785288,-57.46478873,-596,-568,0.08169291339,-0.1058013282,41.61520327,333.0166667,335.2833333,330.1333333,338.1666667,327.8666667
6/19/2025,332.4,333.15,328.55,330.05,11610604,335.145,334.425,332.66,-2.906829146,-3.048690206,0.1418610605,0.7935656836,44.245142,344.6312171,325.6587829,29.29577465,43.38028169,-88102433,-109248258.4,20.07358876,16.96329817,331.325,333.475,356.5829825,343.468801,0.02,328.55,-1.153039832,-0.106298528,-70.70422535,-604,-576,0.04571984436,-0.06592006537,43.25846455,330.5833333,332.6166667,328.0166667,335.1833333,325.9833333
6/20/2025,330,336,329.7,335.2,16592862,334.675,334.66,333.31,-2.590053898,-2.956962945,0.3669090464,1.153179191,53.55704698,343.0558365,326.2941635,58.30985915,43.38028169,-71509571,-96869456.58,12.02532903,16.61058609,331.325,333.475,356.4348446,343.170425,0.02,336,0.7968726507,-0.07225433981,-41.69014085,-612,-584,0.08169014085,-0.02326531231,55.2933362,333.6333333,337.5666667,331.2666667,339.9333333,327.3333333
6/23/2025,333.7,335.7,330.35,332.6,8277787,334.13,334.21,333.09,-2.519759287,-2.869522213,0.3497629264,1.278846154,56.11814346,341.4442543,326.8157457,43.66197183,43.75586854,-79787358,-98184619,12.02532903,16.28306773,331.325,333.475,356.3592474,343.0270165,0.02,330.35,1.325209444,-0.03443795307,-56.33802817,-620,-592,0.0009293680297,-0.006042745877,57.05260679,332.8833333,335.4166667,330.0666667,338.2333333,327.5333333
6/24/2025,331,331.7,321.35,329.95,100814893,333.7,333.285,332.04,-2.647365967,-2.825090964,0.1777249971,1.038356164,50.94086022,340.9308549,326.4691451,40.47058824,47.48080641,-180602251,-31461718.8,29.36501942,17.21749285,331.325,333.475,355.2797724,342.7734762,0.02,321.35,0.2126044039,0.1904644693,-59.52941176,-628,-544,-0.02331390508,-0.001628104639,38.82965047,327.6666667,333.9833333,323.6333333,338.0166667,317.3166667
6/25/2025,331.5,333.7,329.4,330.85,17963666,333.24,332.56,331.73,-2.645378426,-2.789148456,0.1437700304,1.124645892,52.93333333,339.9194737,326.5605263,44.70588235,42.94614747,-162638585,-37310354.25,23.53787241,17.66894853,335.35,337.05,355.1202011,342.3450066,0.02,333.7,0.6694051422,0.1526830046,-55.29411765,-636,-552,0.01435810811,0.01472589674,39.24290416,331.3166667,333.2333333,328.9333333,335.6166667,327.0166667
6/26/2025,332.4,337.8,331.3,337.15,13754087,333.13,332.905,333.15,-2.11111037,-2.653540839,0.5424304687,1.243626062,55.42929293,339.4485108,326.8114892,74.35294118,53.17647059,-148884498,-26307084.65,12.36397323,17.29002172,337.45,337.05,355.0202509,342.1721065,0.02,337.8,1.291873216,0.1991994995,-25.64705882,-644,-560,0.1772486772,0.05104107283,39.81098133,335.4166667,339.5333333,333.0333333,341.9166667,328.9166667
6/27/2025,338.95,341.3,334.45,338.3,50845169,333.35,333.54,333.77,-1.576728157,-2.438178303,0.8614501453,1.067988669,51.64383562,340.0747383,326.6252617,79.76470588,66.2745098,-98039329,-19997830.1,3.737940091,16.32201589,338.3,337.05,354.7072616,342.0846644,0.02,341.3,0.3559774548,0.2338595977,-20.23529412,-652,-568,0.07423580786,0.06172847955,46.26742445,338.0166667,341.5833333,334.7333333,344.8666667,331.1666667
6/30/2025,335.75,337.25,333.65,334.9,11858890,333.4675,333.66,334.23,-1.411309294,-2.232804501,0.8214952072,0.7957244656,44.31216931,340.2154646,326.7195354,63.76470588,72.62745098,-109898219,-23621379.82,5.52325803,15.55067605,338.3,336.4,354.6241556,342.0689711,0.02,333.65,-1.267688679,0.2351421573,-36.23529412,-656,-576,0.02992957746,0.06243624534,42.20362963,335.2666667,336.8833333,333.2833333,338.8666667,331.6666667
7/1/2025,335.25,335.25,332.15,332.6,8903292,333.685,333.4,334.76,-1.449100106,-2.076063622,0.6269635155,0.7528089888,42.94871795,339.9908119,327.3791881,55.41871921,66.31604366,-118801511,-29939845.11,8.933650048,15.07803133,338.3,336.4,354.5560425,341.9005917,0.02,332.15,-1.626737652,0.2467451526,-44.58128079,-620,-584,-0.03832442068,0.04441661115,38.78416596,333.3333333,334.5166667,331.4166667,336.4333333,330.2333333
7/2/2025,332.65,335.65,331.3,333.75,11326880,333.91,333.535,335.34,-1.37045644,-1.934942186,0.5644857455,1.00280112,50.06993007,339.8606391,327.9593609,62.15538847,60.44627119,-107474631,-28507710.86,10.89649738,14.77935033,338.3,336.4,354.4709615,341.7055798,0.02,335.65,0.01498351813,0.2233258126,-37.84461153,-628,-592,0.03164556962,0.03941187678,42.70780437,333.5666667,335.8333333,331.4833333,337.9166667,329.2166667
7/3/2025,334.6,336.35,331,334.6,15786429,334.2075,333.99,334.83,-1.225417027,-1.793037154,0.567620127,1.164596273,53.80200861,339.6216408,328.7933592,66.4160401,61.33004926,-91688202,-23048852.23,8.81638554,14.35342428,338.3,336.4,354.3558676,341.5844682,0.02,336.35,0.7983129989,0.2585254145,-33.5839599,-636,-600,0.07314897413,0.04215478976,47.39031854,333.9833333,336.9666667,331.6166667,339.3333333,328.6333333
7/4/2025,335.7,336,332.25,335.5,5899185,334.34,334.02,334.27,-1.026022421,-1.639634207,0.6136117864,1.111801242,52.64705882,339.7439557,328.9360443,70.9273183,66.49958229,-85789017,-18722783.23,8.81638554,13.95792151,338.925,336.4,354.3144466,341.4797789,0.02,336.35,0.5394066527,0.252285328,-29.0726817,-644,-608,-0.02429906542,0.03155586913,47.01245319,334.5833333,336.9166667,333.1666667,338.3333333,330.8333333
7/7/2025,335.5,339,333.75,337.45,9454556,334.3575,334.505,334.78,-0.7025534569,-1.452218057,0.7496646003,1.139751553,53.26560232,339.8012096,328.9137904,80.70175439,72.68170426,-76334461,-14850917.44,0.4635231306,12.99403591,339.675,336.4,354.2556168,341.3771833,0.02,339,0.6712410501,0.2263618838,-19.29824561,-652,-616,0.03277153558,0.03474008588,47.49260633,336.7333333,339.7166667,334.4666667,341.9833333,331.4833333
7/8/2025,338.2,343.9,337,343.2,12092302,334.5575,335.83,336.9,0.01757240897,-1.158259964,1.175832373,1.812030075,64.43850267,340.9598248,328.1551752,96.89578714,82.84161994,-64242159,-5212125.993,13.44700082,13.02639055,341.3,336.4,354.2006903,341.3296396,0.02,343.9,3.249097473,0.2472643443,-3.10421286,-584,-624,0.1561561562,0.05268709201,52.57261052,341.3666667,345.7333333,338.8333333,348.2666667,334.4666667
7/9/2025,343.25,345.6,342.8,344,9079872,334.8525,337.145,338.95,0.6453909944,-0.7975297723,1.442920767,2.273972603,69.45606695,342.3858976,327.3191024,93.40206186,90.33320113,-55162287,-6509250.564,17.4691892,13.34373331,342.45,336.4,354.1685786,341.3810468,0.02,345.6,4.226632328,0.2672599508,-6.597938144,-588,-632,0.1898864809,0.07023992929,56.16288555,344.1333333,345.4666667,342.6666667,346.9333333,341.3333333
7/10/2025,344,345,341.2,341.45,6426072,335.24,337.575,340.32,0.9264979659,-0.4527242246,1.379222191,1.462962963,59.39849624,343.3024928,327.1775072,82.88659794,91.06148231,-61588359,-12089786.77,12.18508757,13.2609729,342.15,336.1,354.1424096,341.4654259,0.02,341.2,1.864558473,0.2813033481,-17.11340206,-596,-640,0.04153005464,0.05666806703,52.27205093,342.55,343.9,340.1,346.35,338.75
7/11/2025,340.5,344,339.5,342.7,17234194,335.7775,338.015,341.76,1.235895189,-0.1150003419,1.350895531,1.926605505,65.830721,344.3346438,327.2203562,88.04123711,88.10996564,-44354165,-4813127.086,6.693489635,12.79186695,342.15,336.1,354.0699029,341.4601174,0.02,344,3.036680698,0.2744915294,-11.95876289,-604,-648,0.1094470046,0.0601891867,50.58507877,342.0666667,344.6333333,340.1333333,346.5666667,337.5666667
7/14/2025,343.05,345,339.95,342.1,11516965,336.1975,338.735,342.69,1.416352897,0.1912703059,1.225082591,2.372881356,70.35175879,345.1411526,327.2538474,78.39506173,83.10763226,-55871130,-6523567.432,9.499882746,12.55672522,340.75,336.1,354.0230652,341.510915,0.02,339.95,3.682376118,0.2554308541,-21.60493827,-612,-656,0.1036789298,0.06756412193,77.94544713,342.35,344.75,339.7,347.4,337.3
7/15/2025,343.15,344.1,340.95,342,8450777,336.5375,339.675,342.45,1.53361916,0.4597400767,1.073879083,2.245810056,69.19104991,345.8316337,327.2433663,75.34246575,80.59292153,-64321907,-9340493.099,9.499882746,12.33837933,338.525,335.85,353.9889346,341.4796967,0.02,339.95,3.370107299,0.244617163,-24.65753425,-620,-664,0.1369710468,0.08509366868,75.83661424,342.35,343.75,340.6,345.5,339.2
7/16/2025,342,343.8,340.8,342.45,6001484,337.04,340.545,342.14,1.643914731,0.6965750076,0.9473397237,1.592178771,61.42241379,346.4778633,327.6021367,78.42465753,77.38739501,-58320423,-8740344.699,8.929922743,12.09491815,337.425,335.85,353.964817,341.4491028,0.02,343.8,1.572000593,0.2725972817,-21.57534247,-628,-672,0.1262916188,0.0945582736,73.90231315,342.35,343.9,340.9,345.35,339.35
7/17/2025,344.2,344.5,342,342.65,7562006,337.67,341.35,342.38,1.727548986,0.9027698032,0.8247791823,1.48603352,59.7752809,346.8210368,328.5189632,79.79452055,77.85388128,-50758417,-12370107.58,11.25150037,12.03467402,336.5,335.85,353.9363932,341.4961207,0.02,344.5,1.28584097,0.2769202263,-20.20547945,-636,-680,0.09705159705,0.09694853589,65.05365469,343.05,344.1,341.6,345.55,340.55
7/18/2025,343,343.9,340.65,342.1,6370338,338.015,342.01,342.26,1.729512587,1.06811836,0.6613942267,2.180327869,68.55670103,347.2933336,328.7366664,76.02739726,78.08219178,-57128755,-13056143.98,5.657429583,11.57915656,336.25,335.775,353.9107391,341.5561983,0.02,340.65,2.149895491,0.2467864021,-23.97260274,-644,-688,0.08084577114,0.1074630195,67.88637327,342.2166667,343.7833333,340.5333333,345.4666667,338.9666667
7/21/2025,342.1,342.8,339.3,341.55,4463318,338.4625,342.42,342.15,1.667466831,1.187988054,0.4794787772,3.057471264,75.35410765,347.5014144,329.4235856,72.26027397,76.02739726,-61592073,-11780910.26,0.2298779256,10.7684938,336.25,335.775,353.8913002,341.5380744,0.02,339.3,2.690920024,0.2573037017,-27.73972603,-652,-696,0.01950585176,0.1061364512,70.3509356,341.2166667,343.1333333,339.6333333,344.7166667,337.7166667
7/22/2025,341.55,342.6,340.05,340.85,4728372,339.0075,342.185,341.92,1.544012558,1.259192955,0.284819603,2.405940594,70.63953488,347.1558789,330.8591211,67.46575342,71.91780822,-66320445,-13542460.62,0.2298779256,10.01573552,336.25,335.775,353.8706908,341.4933129,0.02,339.3,2.127340824,0.07475145421,-32.53424658,-660,-704,-0.1451612903,0.07600470652,64.35844785,341.1666667,342.2833333,339.7333333,343.7166667,338.6166667
7/23/2025,341.8,344,340.95,343.05,5058422,339.6175,342.09,342.04,1.605192115,1.328392787,0.2767993281,2.673267327,72.77628032,346.9836584,332.2513416,80.8988764,73.5416346,-61262023,-11635186.75,6.035280991,9.731417343,335.6,335.675,353.8513112,341.4494466,0.02,344,2.525403467,0.113199912,-19.1011236,-668,-712,-0.1295487627,0.04406118215,60.65864884,342.6666667,344.3833333,341.3333333,345.7166667,339.6166667
7/24/2025,343.6,343.6,336.5,338.9,9098453,339.705,341.835,341.29,1.303777898,1.323469809,-0.01969191129,1.369565217,57.79816514,346.988861,332.421139,43.45991561,63.94151515,-70360476,-14582572.93,11.57693821,9.863240262,335.4,335.675,353.8073173,341.5004577,0.02,336.5,1.013412817,0.05277579811,-56.54008439,-676,-720,-0.1752988048,0.02237829621,53.12910878,339.6666667,342.8333333,335.7333333,346.7666667,332.5666667
7/25/2025,338.9,339.9,332.55,333.2,7790739,339.45,340.885,339.51,0.5980684354,1.178389534,-0.580321099,0.7147651007,41.68297456,347.2777509,331.6222491,4.980842912,43.11321164,-78151215,-20995358.09,23.69271973,10.85106022,334.75,335.675,353.7580761,341.4004485,0.02,332.55,-1.259445844,-0.005569591379,-95.01915709,-684,-728,-0.3580246914,-0.02436887339,44.81524338,335.2166667,337.8833333,330.5333333,342.5666667,327.8666667
7/28/2025,333.45,336.6,330.35,332.95,4605823,339.3525,339.97,337.79,0.01840354671,0.9463923368,-0.9279887901,0.3234323432,24.43890274,347.4623689,331.2426311,17.04918033,21.82997962,-82757038,-21769136.36,29.48781186,12.18225677,334.75,335.675,353.726091,341.2234396,0.02,330.35,-2.986596737,0.01077828966,-82.95081967,-692,-736,-0.3369304556,-0.06842981193,35.55962951,333.3,336.25,330,339.55,327.05
7/29/2025,332,335.5,328.5,334.6,7551356,339.4525,339.23,336.54,-0.3043356515,0.6962467392,-1.000582391,0.3795379538,27.51196172,347.2552981,331.6497019,36.96969697,19.6665734,-75205682,-16159557.62,34.02520246,13.74246717,334.75,335.675,353.6727586,341.0059708,0.02,335.5,-2.73255814,0.08082396528,-63.03030303,-700,-644,-0.2261251372,-0.1047394303,26.31037715,332.8666667,337.2333333,330.2333333,339.8666667,325.8666667
7/30/2025,335,342.3,332.5,338.8,12537358,339.705,338.865,335.69,-0.2186830501,0.5132607813,-0.7319438314,0.7896825397,44.12416851,347.0438584,332.3661416,62.42424242,38.81437324,-62668324,-12577455.33,6.816781866,13.24777537,334.75,335.15,353.6059466,340.8958514,0.02,342.3,-0.7761019183,0.09277525555,-37.57575758,-708,-652,-0.1327602674,-0.130644619,37.36741499,337.8666667,343.2333333,333.4333333,347.6666667,328.0666667
7/31/2025,336.05,340.1,333,334.25,8935384,339.6875,338.025,334.76,-0.5120471595,0.3081991932,-0.8202463527,0.5072886297,33.655706,347.0790937,332.2959063,34.84848485,44.74747475,-71603708,-18366577.36,6.816781866,12.78841869,334.525,335.15,353.552416,340.9239343,0.02,333,-2.465713452,0.02840204271,-65.15151515,-716,-660,-0.1264266901,-0.1529924477,40.90559106,335.7833333,338.5666667,331.4666667,342.8833333,328.6833333
8/1/2025,333,334.75,330.2,330.9,7107542,339.4575,336.905,334.3,-1.003292007,0.04590095314,-1.04919296,0.4371859296,30.41958042,347.6415201,331.2734799,15,37.42424242,-78711250,-23287183.36,15.05223159,12.95011961,335.1,334,353.5009283,340.7654556,0.02,330.2,-3.273896521,-0.02748556874,-85,-724,-668,-0.1442060086,-0.1754976256,29.53928185,331.95,333.7,329.15,336.5,327.4
8/4/2025,330.9,333.3,327.2,332,8193399,339.185,335.95,334.11,-1.288987634,-0.2210767642,-1.06791087,0.4949494949,33.10810811,347.9898491,330.3801509,27.74566474,25.86471653,-70517851,-18586052.78,22.91322445,13.66176996,335.1,334,353.4388186,340.5541465,0.02,333.3,-2.923976608,-0.0226640819,-72.25433526,-732,-660,-0.1109285127,-0.1885410621,27.01345032,330.8333333,334.4666667,328.3666667,336.9333333,324.7333333
8/5/2025,332.45,334.35,331.3,333.6,9855535,338.705,335.225,333.91,-1.370498593,-0.4509611301,-0.9195374634,0.553030303,35.6097561,347.6340714,329.7759286,36.99421965,26.57996146,-60662316,-13577502.21,18.77049362,14.02667879,335.825,334,353.37195,340.4090636,0.02,334.35,-2.584318879,-0.05145789227,-63.00578035,-740,-668,-0.07986960065,-0.1820118931,33.86223774,333.0833333,334.8666667,331.8166667,336.1333333,330.0333333
